genes,SRR2973300,SRR2973301,SRR2973303,SRR2973306,SRR2973307,SRR2973309,SRR2973312,SRR2973314,SRR2973315,SRR2973316,SRR2973317,SRR2973318,SRR2973319,SRR2973320,SRR2973321,SRR2973322,SRR2973323,SRR2973324,SRR2973325,SRR2973326,SRR2973327,SRR2973329,SRR2973330,SRR2973331,SRR2973332,SRR2973333,SRR2973334,SRR2973335,SRR2973337,SRR2973338,SRR2973339,SRR2973340,SRR2973341,SRR2973342,SRR2973343,SRR2973344,SRR2973346,SRR2973347,SRR2973348,SRR2973349,SRR5023449,SRR5023451,SRR5023452,SRR5023537,SRR5023540,SRR5023543,SRR5023544,SRR5023546,SRR5023547,SRR5023554,SRR5023557
CREM,0,0,0,0,0,79.017045,3.270858,3.35417,0.643646,0.445597,3.226261,0,0,0.354226,2.851443,22.414683,0.329316,0,0.461443,11.263317,14.383692,57.038271,1.839375,9.450527,9.617896,0,0,0.950034,0,0,269.193761,3.536792,9.82393,87.551367,1.881617,1.413551,1.316855,0.961918,33.083471,0,0.418286,131.899104,0.702115,23.029355,0.410892,68.887348,0,0,0,5.716703,0
CRIM1,20.924294,94.854143,16.77194,26.522741,137.551609,210.42038,3.285175,20.178912,14.335073,126.870534,27.991952,0.07009,251.872321,12.51185,42.946877,3.746756,19.816491,0,4.460504,9.007989,14.473241,334.952758,20.40981,209.35977,51.728332,0.396494,5.206839,11.730028,608.733008,1.538317,58.628708,32.958679,194.622338,6.868664,0,15.519579,7.325858,0,60.643555,90.462564,76.664338,0,1.591074,9.252277,3.078285,0.47108,10.486014,9.676608,50.86775,3.54244,0.639467
CRIP2,443.042347,0,661.239626,19.386049,241.36896,222.696395,125.92761,338.241493,0,169.980481,101.463226,750.794861,190.275338,99.963856,395.95498,143.066703,80.714616,284.438376,29.179317,576.443139,263.730774,109.60382,262.037128,191.168392,109.090147,609.106591,5.175078,236.847726,455.922831,110.93086,90.289721,35.626514,225.825513,254.483022,629.167351,321.659884,371.999121,22.650923,205.128593,784.240505,12.125107,20.29253,0,105.886553,2.656611,542.700813,255.839088,327.505451,611.490306,577.120803,492.497022
CRIPT,62.373063,1.308443,16.28147,0,26.937644,16.741689,0,30.532423,0.346151,14.807415,12.089377,0.202978,14.263153,19.223803,23.407404,70.498625,2.215332,5.058681,0,21.034499,10.002976,0.240117,2.310618,0.653495,0.440323,103.62772,29.282005,2.119936,4.68664,8.605944,10.122143,34.802736,29.587514,35.287238,15.022559,16.795386,3.750123,4.966135,0.307399,18.673583,0.209805,0,2.491781,27.193193,0.5637,0.397842,2.120807,3.700238,11.253336,9.691806,0.423292
CRISPLD2,14.401325,8.043255,6.333104,10.92887,12.898117,14.820547,6.097173,4.588556,5.175821,4.196367,6.097841,0.121177,7.683307,31.985108,5.647273,9.874081,16.573919,33.853214,26.807237,12.765365,4.956678,1.121074,14.370944,25.983736,4.829014,0.114528,2.9272,2.382868,57.205524,4.026424,2.295361,2.200737,5.496666,6.706341,3.722537,16.742627,5.760186,5.067609,13.139883,2.030883,3.940988,7.806091,1.389831,0.057063,1.960697,2.575706,0.459992,0,3.479091,1.736597,0.100294
CRK,43.263062,188.779588,36.411648,226.942406,55.611085,180.391438,53.607187,53.972952,89.20499,130.547224,15.427053,0.675249,4.456907,0.728181,126.047515,38.45152,195.383738,3.897705,16.428403,80.300193,51.76197,83.958541,26.842643,20.27849,195.806209,17.60253,1.164562,0.715133,14.424963,36.40832,25.874051,26.476168,41.330169,68.54076,19.185609,48.368121,55.398987,287.876007,16.284108,0.646584,2.534129,0,0.575579,5.571903,43.491071,1.190275,71.301797,36.421166,1.94062,13.320129,71.029471
CRKL,5.342617,0.356736,21.653237,10.113336,0.265984,0,4.261776,0,2.593449,0,8.546144,0.085528,0,9.072827,57.609524,3.337612,47.104176,8.266401,0.122605,0.184623,13.439022,0,2.047439,107.001798,7.280271,1.199391,7.821671,4.063882,2.950938,17.751713,0.136643,42.229155,0.151763,6.324416,11.155302,19.699657,166.753343,0.185636,22.153909,25.326729,2.769515,0.055106,1.058003,0,72.67618,0,0.413419,2.529901,13.912811,21.168307,8.611015
CRLF3,122.833729,73.408417,44.010597,72.266488,85.493054,134.730865,126.462468,41.558178,49.557222,5.551689,60.092794,30.457378,22.498011,207.250529,154.579454,79.766171,130.394413,167.337839,92.214906,48.517299,13.488747,120.796118,69.210463,181.988453,4.974603,33.129606,113.448843,102.986649,176.585308,71.655767,22.102854,7.504073,30.557495,38.337274,38.48187,177.411489,131.148484,76.905187,96.915156,5.814927,13.500387,7.62971,13.254404,2.562675,28.068251,0,5.355438,0,7.879342,10.953887,41.908702
CRLS1,11.251037,44.348709,1.371484,0,30.93604,5.577535,42.66875,3.476357,40.613923,1.818596,14.683459,2.27036,1.223659,0,335.214181,21.969453,57.701394,123.919034,81.323995,8.346591,12.94769,22.270983,5.350592,32.443887,70.746718,0,48.239706,35.698537,3.350358,11.876203,0,4.023414,14.61099,26.950422,99.499848,3.880023,4.787482,40.900697,17.062407,179.164239,0.484529,0.067467,0,1.239317,0,0.058238,2.109922,0,0,0.049581,0.606606
CRNKL1,107.854795,52.604979,388.510282,5.289805,36.175643,0,11.484443,53.18467,0.084042,21.735398,93.128789,36.387245,23.104942,6.232008,62.089159,38.697434,33.777319,177.412065,26.318972,6.773522,131.365153,1.992797,1.103773,12.221942,16.279709,7.737299,143.117913,77.876957,9.552693,51.829798,133.30991,15.281512,219.447005,36.435579,31.18686,83.50569,18.996517,43.743413,24.490973,69.322372,0,243.342468,2.92779,5.834239,3.224178,0,65.388038,0,0,31.374325,0
CROT,0.165053,1.41825,0.153921,4.544022,0.158441,5.148845,45.733493,0,0,0,0,0.248883,1.419303,0,27.0864,0.189981,0,0.244249,0,8.671974,0,0,0.473761,38.031659,29.20826,0,1.348623,16.77761,1.678703,0,0,1.251868,18.184102,0.733951,0,0,10.688825,0,0.132969,3.101083,5.080906,0,0.156947,0,13.455245,0,4.710329,0.799432,0,0,0
CRPPA,0.389793,0,0.390648,0,29.937103,0.418219,0.049012,0.04295,0.177608,0.043888,0.23653,3.385464,0,0.072397,0.216264,0.199585,0,0.696763,0.119628,0.168321,15.797737,0.291797,0.668559,0.14502,0.054727,7.356131,1.286912,0.083178,0.487614,0.16147,8.567524,0.046271,0.089179,0,19.734218,0.472304,0.066328,0.394698,3.084173,3.834432,3.646977,0.562779,0.901606,0.294773,0.221034,0,0.05941,0,0.053908,0.044954,0
CRTAP,4.95716,0,0.450194,0.550567,6.504305,3.798593,0.384377,3.235658,0.816905,3.870695,1.809247,0,0.508698,0,16.011645,3.740461,0.47317,0,2.189485,47.263769,1.923248,3.639686,3.455529,1.609094,3.650913,0.065924,1.054425,23.527242,5.888332,2.43903,47.449376,12.432172,0.336151,1.544783,0.840924,0,0,1.229432,7.971598,0,0.233166,0.2377,0.145924,0.182777,1.90856,0.047925,0,0,0,0.473249,50.823191
CRTC2,37.166836,0,0,15.775089,1.419935,8.825571,12.994014,5.600535,0,13.454188,56.890536,6.689607,2.741774,103.235373,8.289534,32.02537,24.315178,229.476846,17.277107,67.574996,10.030673,9.474238,9.688287,40.369129,5.157508,16.29074,4.28704,19.411978,5.353957,5.155026,0,3.008048,28.569618,17.610148,10.960465,18.466317,22.708655,1.02903,11.584438,1.415241,0,0.213486,0,22.632501,1.93408,6.844127,0.701188,8.041753,7.767835,0,0
CRTC3,1.102473,0,0.25785,122.727732,3.151653,4.295176,32.165726,22.115888,0,0,15.823745,5.081409,5.275085,0,0,11.934029,0,0,25.225606,15.256616,0,43.12638,4.691035,0.92316,32.476342,0,14.876781,0,11.072925,23.157479,20.500475,0.169759,18.971917,0.988248,4.274682,7.856085,11.627057,33.606244,3.31952,1.366127,6.482388,0.497315,33.745177,0,0,0.238105,0,0,0,0,1.393473
CRX,1.091424,1.187436,1.829455,0.992722,1.227965,2.497134,0.802479,0.347249,0.618445,0.821287,0.669967,1.034406,0.126343,0,0.229836,0.633431,0.155642,2.991028,5.159232,0.830583,0.25421,2.650657,4.537179,0,0.7176,0.833669,1.532231,1.805599,0.168531,3.566019,14.458389,0.662932,0.998227,0.244479,1.381071,1.804793,1.681385,0.898257,5.431686,0,1.129327,6.402849,7.04122,0.065629,1.048059,17.868366,0.199855,0.124826,0.389304,0.120228,0
CRY1,0,16.262138,103.487055,0,0,12.705926,3.660169,19.18303,0,0.481739,6.529911,0,25.249949,75.825871,0.198355,6.753531,0.691377,9.169118,2.560065,0,53.501936,1.683271,1.432329,0,5.642594,0.280506,32.952125,16.188397,33.581092,4.884051,3.367817,5.059768,5.542706,3.036019,7.149685,10.317544,0.323317,0,0,138.991927,0.307313,0,0.065773,0,0,0,1.278489,0,0,0.714478,0
CRYBG1,8.238428,20.004266,2.187373,11.176833,41.704225,6.637205,55.751471,2.655006,0.088203,59.315718,46.711771,0.698629,5.936833,0.053034,0.149933,51.594405,0.347955,0,16.190369,39.512908,29.422133,41.696417,48.469535,7.231184,2.293081,0.057857,14.657574,1.106838,0.958376,1.390495,31.009348,5.926515,14.88566,7.068836,0.860014,85.257579,1.95691,5.185803,4.923849,11.973949,15.041184,0,0.025207,0.060227,0.533518,3.970942,34.051556,0,0.033209,0,0
CRYZL1,6.034664,11.696238,103.065069,13.511168,72.267106,18.094596,8.349749,80.141249,30.14733,202.280383,48.959837,163.718879,10.073812,36.689168,19.359068,36.071859,326.541175,49.500865,25.43189,55.278401,29.757236,2.521476,135.905241,151.258974,59.958917,3.102028,11.129123,5.3175,33.929669,161.396834,91.108047,94.310493,3.548086,35.251409,126.802725,4.578218,51.290384,154.790385,6.142297,3.260944,2.903378,14.786226,2.614865,0.143964,127.824306,2.339929,33.816323,12.998755,1.422927,10.000666,23.845553
CS,13.315361,117.606144,132.006891,9.326395,65.493881,75.375013,98.519645,66.573945,12.333968,154.669205,291.412562,25.249972,241.623138,2.52598,56.235438,59.905939,75.187528,118.353641,159.137644,49.464186,15.2793,197.651681,303.989806,34.843308,159.059344,1.146389,70.346958,137.657908,74.364528,232.587624,30.700937,68.70479,133.257006,90.858714,85.268248,41.631763,79.529552,29.143219,459.788539,224.406964,11.782302,21.643241,10.435285,53.909427,31.276478,296.981775,0.380743,33.252456,274.417084,25.323054,86.218831
CSAD,23.168019,0.305634,3.184511,6.151439,18.321738,7.630867,51.952694,3.31391,76.302079,0.425489,5.821118,1.285272,23.662768,49.352672,86.65284,12.66139,2.514419,5.317143,0,3.723111,9.173767,31.457665,6.588498,267.322273,7.215142,1.072235,2.799038,2.235112,0.289824,0,4.490994,0,21.817293,1.105048,0.93872,2.76316,0,44.933787,5.821897,71.236539,55.662148,41.062055,19.631932,0,0,53.38671,0,0.607162,0,8.14081,2.974896
CSDE1,115.628062,56.213368,240.104922,38.135666,12.379401,27.947356,25.832655,105.239427,2.134969,30.974068,133.098759,99.277827,177.688353,7.033085,37.524741,198.762991,6.270728,15.590257,19.847116,87.095848,141.046506,3.456141,35.757387,12.133994,15.23555,3.935789,70.967083,10.724963,36.226585,138.109384,112.123023,14.773651,118.287981,47.334846,13.830302,98.29328,105.454816,46.961819,407.380328,142.666853,0.758872,31.28999,8.01722,351.558591,143.309191,204.016537,61.164836,136.935329,321.113003,140.865554,157.749243
CSE1L,95.579088,4.838857,32.887692,120.006262,15.292026,87.05237,250.158763,39.178837,42.182129,2.638344,126.176187,1.541754,52.467373,3.570608,3.781548,139.175759,71.718414,52.338889,21.857237,16.624752,30.145044,10.688366,17.742547,3.502894,101.081563,0.798042,5.962294,267.601933,4.186363,19.513143,0.913006,137.261911,22.187628,49.70142,0.872724,0,1.50353,6.42466,2.176078,219.311782,13.251184,328.528416,268.085494,69.318618,184.978951,0,59.435462,205.868683,0.116113,129.535623,48.546015
CSF1R,0,2.170644,0,0.637236,0.148522,1.075199,0.678094,2.260894,0,3.3809,1.371019,0.62194,0.8174,0,1.857545,3.884654,1.640628,4.93366,0.629242,20.374977,0,7.509619,0,1.179265,1.39167,0,0,0,5.41634,0,4.818428,0.415019,0,2.605785,4.39206,15.487285,0.467304,1.052524,0,0.656109,0.739295,16.159205,0.585558,0,2.34405,0,0,0,0.454815,2.753989,0
CSF2RA,39.230151,1.309777,12.900491,8.575144,32.725792,9.147286,2.784522,6.763398,16.468399,8.997092,4.426633,2.747176,15.575231,4.02665,37.402199,9.617689,36.148419,50.623277,18.765541,7.212224,13.660905,11.805335,25.010887,44.863973,18.854977,4.188467,2.139179,19.092271,46.088126,7.793181,674.659144,5.646513,2.25019,14.689918,31.996418,59.422357,9.46298,4.414949,33.057006,6.028795,16.060282,10.588844,3.858871,2.721961,10.193239,10.121114,0.318622,4.920588,4.738655,3.009653,0.10942
CSF3R,0.507884,0,2.234781,1.245397,1.529844,33.219662,0.963887,0.53925,3.086929,0,0.096522,1.935643,1.455922,2.300254,1.409076,3.746546,1.04908,0.27661,1.796174,1.616753,20.829047,1.587816,1.717298,7.750552,1.122704,0,0.247817,0.660938,3.696804,2.182537,16.772023,0,0.460464,2.554474,0.100445,0,0,3.146253,0.461925,2.968138,2.34872,2.130966,1.978094,0.343291,0.68031,0,0.035773,0,0.543163,1.42342,0
CSKMT,0.376819,21.28368,0.393598,2.207956,2.236471,0.391205,1.732605,0.432887,1.945447,4.009358,1.767927,6.982217,0,0,23.05963,0.990678,0,0.372362,0,4.396714,0,1.2717,3.995619,5.008989,0.177926,2.153373,0.501958,0.163798,21.039048,0.324328,0.307346,0.205688,1.557068,0.233266,0.566782,0,13.760673,2.737785,3.204546,0.164556,8.875803,1.512194,1.938188,0.471145,3.111396,1.293854,1.45891,0.214469,0,3.221668,0.190941
CSMD3,0.379889,1.319042,0.998085,0.221331,0.442035,0.300864,0.175812,0.046555,0.041386,1.547146,0.609556,0,0.31334,0.086378,2.07409,1.097263,0.047363,3.73207,0,2.275416,0.053469,1.206757,2.285802,0.077215,0,0.046585,0.822133,0.574687,0,0.378361,0.832515,0,0.173808,0,0.195234,0,0.377551,0.59026,0.418564,0,0.223929,12.332964,0.030555,0,0,0.564252,0,0,0,0.842141,0.057431
CSNK1A1,165.912663,13.992167,117.514777,19.73444,314.175436,407.204584,441.493762,210.562988,51.873194,240.38733,335.886288,179.160298,336.321188,288.057924,157.113925,474.32872,86.549079,423.805607,162.380802,231.535191,431.375069,95.303897,243.969799,191.670068,189.610202,27.485479,158.163208,120.752869,107.683659,408.284743,166.695386,478.351929,195.888195,449.581062,129.41737,70.935201,314.038802,95.014728,209.672971,281.099323,49.036586,8.343067,115.590711,649.563255,343.357044,1001.480798,250.509627,380.440201,441.831145,375.447693,142.458157
CSNK1D,21.806417,59.588558,225.970774,17.977558,25.951617,21.33415,74.358994,30.207313,72.955316,29.916364,248.842224,2.840085,20.419617,8.088174,103.260658,43.105402,12.080605,55.546529,67.558445,46.453915,39.092462,43.055816,9.95518,30.791992,32.208301,27.106042,38.261036,109.158811,18.76572,4.420543,200.015069,66.79769,97.524815,23.463084,15.045331,70.88281,64.881792,28.520101,93.740701,96.492747,62.513944,1.481268,3.463955,3.646399,12.470432,1.7863,0.151922,11.902753,1.20979,0.245526,0.683895
CSNK1E,129.801994,32.972667,33.937776,35.455062,12.840972,65.372677,62.420119,29.667009,53.951461,43.032077,31.528542,24.553667,39.217538,22.646808,70.290501,17.838971,19.428494,77.761909,35.257221,49.247209,14.003954,40.992062,69.401749,79.282654,94.327314,968.670736,46.643671,84.401624,92.021926,145.91886,52.933048,11.583179,35.851024,18.611425,14.553133,66.314879,35.008247,27.762245,35.652974,50.0046,3.005533,9.511406,6.37762,10.532732,12.424052,11.514305,3.521951,22.235789,129.898673,5.084311,57.109723
CSNK1G1,20.93861,0.600931,63.762874,0.160334,10.500785,8.592989,10.391523,87.69666,0.14651,10.655179,0,0,0.751531,0.132212,122.379772,0.065563,0,37.664766,0,143.327983,3.126479,3.534284,26.339519,59.616211,0,0.14194,0.079884,0.353716,0.0925,10.785532,40.492237,1.027847,8.279084,18.236119,17.344586,5.67115,19.657,7.957228,192.08334,33.791437,8.474857,0,5.101516,9.7552,8.525994,17.841097,2.08008,0.601564,0.59375,6.946657,10.17701
CSNK1G2,0,8.547126,72.103833,6.148778,0,12.550775,2.155284,77.357227,0,8.560852,0,10.711142,0,3.318099,1.770585,6.599809,0,9.045105,4.104832,0.481434,3.222915,0,19.844829,0,0.49491,17.87047,5.356954,1.391361,0,0,2.518585,0,9.813248,0,3.162993,0,2.760823,4.529259,5.409286,0.965474,0.940345,0,0.592585,0,0.497544,20.513518,0,7.390036,0,0.72877,0
CSNK2A1,342.915403,17.470144,145.515686,46.52674,219.411357,157.687736,242.296607,274.119868,37.318745,378.0124,295.981929,614.141175,325.218193,181.040979,160.611288,225.759739,131.034499,178.685651,121.728692,130.068838,131.989009,71.377377,312.868336,221.116429,279.069126,49.712019,333.100699,361.519643,173.62146,194.851994,48.752509,245.994179,150.051139,348.513187,181.417217,238.967906,391.233945,70.086266,188.660405,305.846648,10.22574,59.053597,111.164859,199.82175,145.215056,71.911774,190.91215,90.346481,34.712723,44.057992,27.681725
CSNK2A2,2.691472,0.085241,19.23976,2.145399,41.288562,10.55146,19.401466,122.688594,0.797482,4.71431,101.413452,61.784172,52.518041,3.41361,43.588939,66.687199,4.894723,10.951269,44.917285,6.656894,57.68565,4.015232,33.907496,1.41415,81.490354,183.555602,51.748233,34.017856,95.220685,0.478133,98.243189,1.358776,1.22566,17.048382,123.337028,19.555626,72.70476,0.160169,0.155813,43.4496,3.340239,0,425.750537,3.937746,43.038081,0.867844,8.543155,1.208884,6.787614,30.758109,167.232353
CSNK2B,372.912688,239.749675,102.490537,407.411322,409.081663,354.798593,475.314432,164.025516,528.027837,692.580759,309.895424,261.422717,232.719718,216.494463,595.497926,511.190307,1013.361886,51.551804,70.995796,195.409549,168.997697,16.869924,73.82406,12.142658,500.318466,49.764598,365.841272,534.742643,238.081866,429.965295,179.265294,314.63713,170.706992,427.493537,88.730988,495.688652,573.507462,89.905748,0,273.53856,10.907506,0,92.689686,401.042941,81.458278,42.874895,395.714406,342.538574,382.513319,51.220592,529.686091
CSPP1,31.059507,12.230841,44.421287,9.611287,188.691437,23.984738,13.856121,0.186493,50.765764,16.632906,95.142451,4.76029,20.606739,7.694573,32.646431,2.857865,0.847197,24.837065,10.152223,14.053397,15.760615,2.103052,20.390749,49.269614,131.581706,1.43069,5.675253,56.213163,13.002076,0,148.254913,8.65655,148.280556,0.675117,32.129481,170.507148,59.71251,32.105926,83.877587,48.313151,1.266537,3.841447,0,15.134877,32.639337,0,97.633337,6.457075,18.775504,0,0
CSRNP1,4.249275,0.298431,9.168579,0.839133,0,11.284514,0,5.567575,10.88884,3.537298,0,0.58747,0.310862,14.589214,9.704792,0.226419,6.601017,84.310117,4.463519,0.214606,2.834666,1.667482,11.132521,6.771648,7.374858,0,0,0.390582,45.697548,0,62.062731,0,99.594501,0.800833,7.554519,14.686522,0.672178,2.125927,0,14.728871,203.374086,0.36799,12.485604,0,0,0,0,0,0,0,0
CSRP1,289.745691,411.981936,368.425328,26.997846,50.091886,169.197086,238.211334,260.982218,53.739204,198.439764,5.60396,214.435881,334.378849,133.695261,34.802212,488.249294,34.598694,119.446382,21.670092,169.507475,87.15144,26.881722,17.781204,89.826165,56.071837,21.250206,70.328729,338.226059,2.84553,37.065523,38.904084,48.592761,196.600322,574.419709,13.650636,68.194904,3.064703,68.547872,1.144272,131.957075,15.051538,10.364818,0.598905,15.764053,1.101701,27.002639,0.517106,5.859685,8.442641,27.737663,20.870338
CSRP2,158.502868,51.673899,62.51546,8.036763,208.481218,62.374254,0,2.006004,0.775296,155.801652,120.972513,8.768941,110.009701,0,178.447487,8.364574,370.077687,1.006213,4.495908,53.600943,0.068164,1.533924,14.633625,1.017354,571.066213,24.527116,33.217715,57.132227,33.996157,1.021598,0.440174,42.492335,1.038945,75.112596,368.51808,2.671564,0,2.556806,0.350943,0.725871,0.241476,0.051685,0,0,10.658606,0,164.161689,0.109388,2.638006,4.787686,36.087457
CST3,225.719736,74.608262,158.268427,194.964138,28.391276,144.455821,89.79666,208.215274,1.689711,0.278747,36.515896,260.084773,152.924262,127.526737,189.5197,117.090027,478.103107,0,56.131636,142.48231,83.006459,172.351035,65.467615,20.029424,65.760959,175.600251,263.715936,323.770135,15.96724,9.827751,826.096147,19.335167,293.908153,243.02424,559.745378,17.21847,167.836975,0,40.165261,181.434954,16.383451,619.323932,34.064199,90.994969,0,0,0,0,0,2.790162,0
CSTB,39.180002,12.754007,29.668263,4.411175,110.707963,79.798444,36.344171,62.537761,45.936749,114.644774,107.726042,32.000995,51.388967,67.084815,83.155873,53.063605,198.884081,40.685631,113.873144,128.587568,58.584661,2.848383,59.100412,79.498494,45.321097,29.493501,64.616511,106.89024,3.238464,39.009485,13.62754,7.050704,60.956546,72.638374,129.66415,4.496443,67.473465,34.066779,53.006753,56.61588,26.876517,16.699051,115.046225,83.40593,17.354748,238.31294,32.007895,51.40467,35.269693,83.634831,78.091242
CSTF1,16.910212,0.233698,70.057219,0.614051,95.344134,176.602553,14.472948,48.281339,0.326787,22.98368,0.385903,94.519092,0.245628,14.443678,62.934856,0.189233,813.423175,8.905158,0.445339,4.357426,3.966119,7.906372,166.173217,2.237911,93.900737,3.912353,47.56308,32.369889,230.404525,46.008041,13.960117,132.951227,2.211115,1.514748,23.216546,0,14.226674,0.566695,7.676889,195.655396,54.513521,0.140554,0.161172,3.482696,50.470644,3.154701,2.990553,129.70327,60.9464,117.723056,59.081197
CSTF3,121.172234,25.425823,8.958477,49.367543,44.196023,6.141902,15.155289,2.927955,0,19.601091,84.789211,7.846125,4.89685,2.466108,41.57058,1.729141,0,14.156929,15.5336,6.076602,37.344471,66.883832,64.418745,10.12658,39.818199,45.315337,2.097568,7.842376,1.0693,1.971201,6.761143,0,115.975841,6.902261,5.817671,0.287921,2.063124,16.689599,23.452299,70.697841,0.528293,282.877898,222.730322,18.655716,23.257064,19.835496,9.323736,67.214069,0,36.398627,18.460065
CTBP1,247.845058,58.287089,127.329906,45.241134,166.909349,109.788884,35.399957,81.94166,57.221315,133.974611,146.38262,4.655147,88.432343,74.550667,165.407945,76.260145,370.78719,100.812582,136.856077,77.059589,251.049675,46.529887,143.640565,183.56895,234.912462,113.497286,157.91875,216.667059,103.480503,103.951075,33.513749,103.793797,90.655886,63.97936,164.381063,73.632668,237.069104,117.845931,83.965822,198.926088,19.124183,32.857702,164.604684,1.297585,47.243677,43.84987,4.895234,75.431129,9.457756,28.205269,78.666642
